Invoice_no,Customer_ID,Gender,Age,Category,Quantity_Sold,Unit_Price,Total_Revenue,Payment_Method,Invoice_Date,Shopping_Mall
I322440,C176023,Male,37,Books,3,45.45,136.35,Cash,13/12/2022,Emaar Square Mall
I838627,C227898,Female,52,Clothing,1,300.08,300.08,Cash,13/12/2022,Mall of Istanbul
I250431,C332975,Male,52,Clothing,5,1500.4,7502,Credit Card,13/12/2022,Metrocity
I338571,C318295,Female,30,Books,3,45.45,136.35,Cash,13/12/2022,Kanyon
I333774,C173494,Female,39,Toys,5,179.2,896,Credit Card,13/12/2022,Kanyon
I257101,C251828,Female,22,Cosmetics,4,162.64,650.56,Credit Card,13/12/2022,Metrocity
I258257,C240840,Male,65,Clothing,3,900.24,2700.72,Debit Card,13/12/2022,Metrocity
I667165,C100760,Male,45,Clothing,4,1200.32,4801.28,Cash,13/12/2022,Kanyon
I108089,C171079,Male,24,Souvenir,4,46.92,187.68,Cash,13/12/2022,Mall of Istanbul
I271695,C237620,Female,50,Clothing,4,1200.32,4801.28,Cash,13/12/2022,Metrocity
I339059,C224424,Male,32,Food & Beverage,3,15.69,47.07,Cash,13/12/2022,Kanyon
I129363,C312241,Male,45,Souvenir,3,35.19,105.57,Cash,13/12/2022,Metrocity
I316574,C401927,Female,18,Clothing,5,1500.4,7502,Cash,13/12/2022,Mall of Istanbul
I142173,C157693,Female,58,Food & Beverage,3,15.69,47.07,Cash,13/12/2022,Mall of Istanbul
I158282,C132514,Female,38,Clothing,4,1200.32,4801.28,Credit Card,13/12/2022,Metropol AVM
I569734,C254312,Male,20,Toys,2,71.68,143.36,Cash,13/12/2022,Istinye Park
I336047,C158331,Female,25,Technology,3,3150,9450,Cash,13/12/2022,Metrocity
I153445,C238763,Female,58,Books,1,15.15,15.15,Credit Card,13/12/2022,Mall of Istanbul
I333093,C185616,Female,63,Souvenir,3,35.19,105.57,Credit Card,13/12/2022,Viaport Outlet
I142980,C889994,Male,39,Cosmetics,1,40.66,40.66,Cash,13/12/2022,Metropol AVM
I240778,C243136,Female,35,Food & Beverage,5,26.15,130.75,Cash,13/12/2022,Mall of Istanbul
I264897,C403349,Male,53,Cosmetics,1,40.66,40.66,Cash,13/12/2022,Metropol AVM
I305867,C731736,Male,39,Toys,4,143.36,573.44,Credit Card,13/12/2022,Zorlu Center
I213241,C152562,Male,49,Clothing,4,1200.32,4801.28,Debit Card,13/12/2022,Kanyon
I581969,C212071,Female,52,Cosmetics,5,203.3,1016.5,Cash,13/12/2022,Mall of Istanbul
I735676,C126232,Male,37,Food & Beverage,4,20.92,83.68,Credit Card,13/12/2022,Emaar Square Mall
I266600,C918207,Female,22,Food & Beverage,4,20.92,83.68,Credit Card,13/12/2022,Mall of Istanbul
I473467,C197423,Female,35,Clothing,5,1500.4,7502,Cash,13/12/2022,Kanyon
I191545,C270559,Female,24,Souvenir,4,46.92,187.68,Cash,13/12/2022,Zorlu Center
I312233,C258917,Female,53,Clothing,3,900.24,2700.72,Cash,13/12/2022,Forum Istanbul
I136206,C118847,Male,55,Books,3,45.45,136.35,Cash,13/12/2022,Metrocity
I849544,C176408,Female,32,Clothing,1,300.08,300.08,Debit Card,13/12/2022,Metropol AVM
I170857,C156777,Female,57,Books,3,45.45,136.35,Credit Card,13/12/2022,Metrocity
I296389,C197870,Male,29,Toys,1,35.84,35.84,Cash,13/12/2022,Metrocity
I131435,C834616,Male,59,Food & Beverage,1,5.23,5.23,Cash,13/12/2022,Metropol AVM
I294161,C536829,Female,23,Clothing,4,1200.32,4801.28,Debit Card,13/12/2022,Kanyon
I541108,C393581,Male,35,Clothing,3,900.24,2700.72,Cash,13/12/2022,Kanyon
I288569,C246580,Female,24,Cosmetics,1,40.66,40.66,Credit Card,13/12/2022,Mall of Istanbul
I507574,C162087,Female,52,Toys,4,143.36,573.44,Debit Card,13/12/2022,Emaar Square Mall
I130753,C805177,Female,51,Shoes,3,1800.51,5401.53,Credit Card,13/12/2022,Kanyon
I300865,C115194,Male,54,Shoes,1,600.17,600.17,Cash,13/12/2022,Kanyon
I782816,C239513,Female,23,Clothing,4,1200.32,4801.28,Debit Card,13/12/2022,Viaport Outlet
I231186,C100473,Male,66,Food & Beverage,2,10.46,20.92,Debit Card,13/12/2022,Metrocity
I171057,C111290,Male,22,Clothing,2,600.16,1200.32,Credit Card,13/12/2022,Zorlu Center
I756232,C121473,Female,27,Food & Beverage,4,20.92,83.68,Cash,13/12/2022,Cevahir AVM
I200085,C290962,Female,55,Shoes,1,600.17,600.17,Credit Card,13/12/2022,Kanyon
I111669,C226722,Female,50,Clothing,5,1500.4,7502,Cash,13/12/2022,Metrocity
I208451,C286129,Female,28,Clothing,2,600.16,1200.32,Cash,13/12/2022,Metrocity
I339207,C410205,Male,54,Clothing,2,600.16,1200.32,Cash,13/12/2022,Forum Istanbul
I138255,C255816,Female,55,Clothing,5,1500.4,7502,Credit Card,13/12/2022,Metropol AVM
I126555,C458158,Female,36,Clothing,3,900.24,2700.72,Cash,13/12/2022,Mall of Istanbul
I128145,C149219,Male,35,Toys,1,35.84,35.84,Debit Card,13/12/2022,Mall of Istanbul
I100316,C248553,Male,40,Shoes,2,1200.34,2400.68,Cash,13/12/2022,Cevahir AVM
I110144,C425669,Male,68,Souvenir,1,11.73,11.73,Debit Card,13/12/2022,Istinye Park
I142167,C100235,Female,66,Clothing,3,900.24,2700.72,Credit Card,13/12/2022,Viaport Outlet
I215402,C706067,Male,66,Cosmetics,1,40.66,40.66,Cash,13/12/2022,Mall of Istanbul
I258696,C249010,Female,37,Clothing,5,1500.4,7502,Debit Card,13/12/2022,Emaar Square Mall
I770672,C334026,Male,36,Cosmetics,3,121.98,365.94,Debit Card,13/12/2022,Kanyon
I860441,C226819,Female,64,Toys,2,71.68,143.36,Credit Card,13/12/2022,Metropol AVM
I185298,C545439,Male,67,Shoes,2,1200.34,2400.68,Cash,13/12/2022,Mall of Istanbul
I317303,C150550,Female,46,Toys,3,107.52,322.56,Cash,13/12/2022,Forum Istanbul
I321728,C290956,Female,48,Food & Beverage,3,15.69,47.07,Cash,13/12/2022,Mall of Istanbul
I113709,C306151,Female,65,Clothing,3,900.24,2700.72,Debit Card,13/12/2022,Mall of Istanbul
I124279,C327520,Male,28,Food & Beverage,5,26.15,130.75,Debit Card,13/12/2022,Metrocity
I313509,C335487,Female,49,Clothing,4,1200.32,4801.28,Credit Card,13/12/2022,Istinye Park
I306555,C234294,Male,46,Food & Beverage,5,26.15,130.75,Debit Card,13/12/2022,Istinye Park
I217127,C196877,Female,58,Clothing,4,1200.32,4801.28,Cash,13/12/2022,Metrocity
I201823,C209211,Male,61,Cosmetics,4,162.64,650.56,Cash,13/12/2022,Mall of Istanbul
I249281,C249370,Male,19,Clothing,4,1200.32,4801.28,Credit Card,13/12/2022,Metrocity
I213219,C312293,Male,62,Food & Beverage,3,15.69,47.07,Debit Card,13/12/2022,Metrocity
I289319,C206051,Female,57,Cosmetics,4,162.64,650.56,Credit Card,13/12/2022,Emaar Square Mall
I288690,C749926,Male,25,Food & Beverage,2,10.46,20.92,Cash,13/12/2022,Istinye Park
I429972,C161663,Female,55,Toys,1,35.84,35.84,Debit Card,13/12/2022,Mall of Istanbul
I322067,C322605,Female,35,Cosmetics,4,162.64,650.56,Cash,13/12/2022,Forum Istanbul
I317036,C121206,Female,47,Books,1,15.15,15.15,Credit Card,13/12/2022,Emaar Square Mall
I259440,C398599,Female,24,Shoes,1,600.17,600.17,Credit Card,13/12/2022,Metrocity
I241071,C189659,Female,41,Souvenir,3,35.19,105.57,Cash,13/12/2022,Metropol AVM
I663459,C221683,Male,21,Shoes,4,2400.68,9602.72,Cash,13/12/2022,Mall of Istanbul
I309017,C296505,Female,31,Cosmetics,3,121.98,365.94,Cash,13/12/2022,Zorlu Center
I634895,C249894,Male,61,Food & Beverage,3,15.69,47.07,Cash,13/12/2022,Viaport Outlet
I938324,C371438,Female,66,Shoes,5,3000.85,15004.25,Cash,13/12/2022,Metropol AVM
I333487,C213376,Female,42,Clothing,5,1500.4,7502,Debit Card,13/12/2022,Istinye Park
I319246,C574522,Female,57,Clothing,2,600.16,1200.32,Credit Card,13/12/2022,Mall of Istanbul
I229358,C162383,Male,66,Food & Beverage,4,20.92,83.68,Credit Card,13/12/2022,Mall of Istanbul
I482625,C274732,Female,69,Cosmetics,1,40.66,40.66,Cash,13/12/2022,Metrocity
I309936,C302838,Female,61,Toys,4,143.36,573.44,Cash,13/12/2022,Viaport Outlet
I278995,C148846,Male,25,Shoes,3,1800.51,5401.53,Cash,13/12/2022,Kanyon
I278935,C203598,Male,27,Toys,2,71.68,143.36,Cash,14/12/2022,Cevahir AVM
I740038,C213718,Male,34,Clothing,1,300.08,300.08,Debit Card,14/12/2022,Metropol AVM
I332398,C986930,Female,63,Shoes,2,1200.34,2400.68,Credit Card,14/12/2022,Metrocity
I235851,C119504,Female,32,Clothing,4,1200.32,4801.28,Credit Card,14/12/2022,Metropol AVM
I630852,C240339,Female,67,Food & Beverage,2,10.46,20.92,Debit Card,14/12/2022,Forum Istanbul
I979453,C112984,Male,49,Clothing,5,1500.4,7502,Credit Card,14/12/2022,Emaar Square Mall
I226485,C208044,Female,43,Clothing,5,1500.4,7502,Cash,14/12/2022,Metrocity
I107983,C210954,Male,41,Food & Beverage,3,15.69,47.07,Debit Card,14/12/2022,Cevahir AVM
I966471,C119569,Male,49,Food & Beverage,4,20.92,83.68,Cash,14/12/2022,Metropol AVM
I324204,C153020,Male,45,Cosmetics,5,203.3,1016.5,Cash,14/12/2022,Metropol AVM
I157074,C322013,Female,32,Toys,1,35.84,35.84,Cash,14/12/2022,Forum Istanbul
I632219,C336793,Female,56,Clothing,4,1200.32,4801.28,Cash,14/12/2022,Viaport Outlet
I124098,C209792,Female,28,Toys,1,35.84,35.84,Cash,14/12/2022,Istinye Park
I262952,C298000,Male,59,Toys,3,107.52,322.56,Debit Card,14/12/2022,Metrocity
I164488,C862269,Male,61,Cosmetics,4,162.64,650.56,Cash,14/12/2022,Mall of Istanbul
I145685,C799858,Female,39,Clothing,2,600.16,1200.32,Credit Card,14/12/2022,Mall of Istanbul
I211871,C530779,Male,29,Clothing,2,600.16,1200.32,Cash,14/12/2022,Kanyon
I292985,C127844,Female,28,Toys,2,71.68,143.36,Debit Card,14/12/2022,Mall of Istanbul
I314764,C861092,Male,23,Food & Beverage,5,26.15,130.75,Cash,14/12/2022,Zorlu Center
I798749,C198210,Female,26,Food & Beverage,2,10.46,20.92,Cash,14/12/2022,Metropol AVM
I832512,C125807,Female,24,Clothing,1,300.08,300.08,Credit Card,14/12/2022,Metrocity
I227248,C203276,Male,46,Clothing,1,300.08,300.08,Debit Card,14/12/2022,Kanyon
I259180,C847502,Male,44,Clothing,5,1500.4,7502,Cash,14/12/2022,Mall of Istanbul
I243255,C114525,Male,59,Shoes,1,600.17,600.17,Cash,14/12/2022,Metropol AVM
I802315,C226085,Female,67,Shoes,3,1800.51,5401.53,Cash,14/12/2022,Emaar Square Mall
I779124,C313136,Female,52,Clothing,2,600.16,1200.32,Credit Card,14/12/2022,Kanyon
I188080,C265910,Female,28,Technology,1,1050,1050,Credit Card,14/12/2022,Kanyon
I106144,C187485,Female,45,Food & Beverage,3,15.69,47.07,Debit Card,14/12/2022,Metrocity
I290946,C267560,Male,40,Cosmetics,4,162.64,650.56,Debit Card,14/12/2022,Metrocity
I282777,C297332,Female,40,Toys,1,35.84,35.84,Cash,14/12/2022,Viaport Outlet
I365469,C304529,Female,25,Technology,3,3150,9450,Credit Card,14/12/2022,Zorlu Center
I213264,C181107,Female,38,Shoes,5,3000.85,15004.25,Credit Card,14/12/2022,Metrocity
I177182,C126768,Male,21,Cosmetics,2,81.32,162.64,Cash,14/12/2022,Mall of Istanbul
I241602,C321080,Male,40,Toys,2,71.68,143.36,Credit Card,14/12/2022,Mall of Istanbul
I756528,C207396,Female,46,Cosmetics,5,203.3,1016.5,Cash,14/12/2022,Mall of Istanbul
I688472,C168151,Male,69,Souvenir,3,35.19,105.57,Debit Card,14/12/2022,Kanyon
I328359,C162400,Female,60,Souvenir,5,58.65,293.25,Credit Card,14/12/2022,Istinye Park
I219134,C721069,Male,46,Souvenir,1,11.73,11.73,Debit Card,14/12/2022,Zorlu Center
I216886,C194706,Male,30,Food & Beverage,1,5.23,5.23,Cash,14/12/2022,Kanyon
I207883,C330934,Male,64,Toys,3,107.52,322.56,Cash,14/12/2022,Kanyon
I287477,C169505,Female,18,Clothing,2,600.16,1200.32,Credit Card,14/12/2022,Kanyon
I130315,C117446,Female,65,Clothing,3,900.24,2700.72,Credit Card,14/12/2022,Mall of Istanbul
I326236,C278771,Female,58,Clothing,5,1500.4,7502,Credit Card,14/12/2022,Mall of Istanbul
I223541,C970893,Female,25,Clothing,5,1500.4,7502,Credit Card,14/12/2022,Zorlu Center
I249390,C943929,Female,62,Food & Beverage,4,20.92,83.68,Credit Card,14/12/2022,Metrocity
I183106,C323622,Female,55,Books,1,15.15,15.15,Credit Card,14/12/2022,Kanyon
I306975,C143146,Female,24,Food & Beverage,4,20.92,83.68,Cash,14/12/2022,Forum Istanbul
I707625,C299799,Female,63,Clothing,1,300.08,300.08,Cash,14/12/2022,Viaport Outlet
I317257,C302188,Male,45,Clothing,3,900.24,2700.72,Cash,14/12/2022,Cevahir AVM
I212461,C253727,Male,35,Food & Beverage,3,15.69,47.07,Cash,14/12/2022,Metrocity
I176005,C152850,Female,60,Shoes,4,2400.68,9602.72,Cash,14/12/2022,Viaport Outlet
I527758,C252394,Female,32,Food & Beverage,5,26.15,130.75,Credit Card,14/12/2022,Metrocity
I151314,C210331,Female,24,Clothing,5,1500.4,7502,Credit Card,14/12/2022,Metrocity
I209097,C103213,Female,61,Souvenir,2,23.46,46.92,Cash,14/12/2022,Kanyon
I669258,C136891,Female,33,Books,2,30.3,60.6,Credit Card,14/12/2022,Kanyon
I188062,C147714,Female,64,Food & Beverage,1,5.23,5.23,Credit Card,14/12/2022,Mall of Istanbul
I108257,C247690,Male,47,Food & Beverage,5,26.15,130.75,Debit Card,14/12/2022,Kanyon
I317542,C125817,Female,68,Clothing,2,600.16,1200.32,Credit Card,14/12/2022,Metropol AVM
I112974,C108467,Female,19,Shoes,3,1800.51,5401.53,Credit Card,14/12/2022,Metrocity
I302644,C325058,Female,44,Shoes,5,3000.85,15004.25,Cash,14/12/2022,Metrocity
I106269,C105830,Male,48,Clothing,4,1200.32,4801.28,Credit Card,14/12/2022,Istinye Park
I874304,C212402,Female,49,Food & Beverage,2,10.46,20.92,Cash,14/12/2022,Mall of Istanbul
I115144,C287474,Female,24,Shoes,5,3000.85,15004.25,Credit Card,14/12/2022,Kanyon
I299560,C281824,Male,65,Clothing,5,1500.4,7502,Credit Card,14/12/2022,Mall of Istanbul
I110741,C276265,Male,27,Clothing,4,1200.32,4801.28,Credit Card,14/12/2022,Metrocity
I135711,C252451,Female,57,Shoes,3,1800.51,5401.53,Credit Card,14/12/2022,Cevahir AVM
I136247,C250154,Female,45,Food & Beverage,2,10.46,20.92,Credit Card,14/12/2022,Mall of Istanbul
I215173,C330030,Female,55,Food & Beverage,2,10.46,20.92,Credit Card,14/12/2022,Istinye Park
I264626,C329921,Female,28,Clothing,3,900.24,2700.72,Debit Card,14/12/2022,Metropol AVM
I552702,C132753,Female,27,Clothing,5,1500.4,7502,Debit Card,14/12/2022,Istinye Park
I950813,C296604,Male,56,Cosmetics,1,40.66,40.66,Credit Card,14/12/2022,Viaport Outlet
I684626,C962821,Female,69,Food & Beverage,5,26.15,130.75,Cash,14/12/2022,Kanyon
I173657,C179056,Male,28,Food & Beverage,4,20.92,83.68,Cash,14/12/2022,Metropol AVM
I369064,C227466,Male,57,Clothing,1,300.08,300.08,Debit Card,14/12/2022,Metropol AVM
I467085,C165767,Female,66,Toys,3,107.52,322.56,Debit Card,14/12/2022,Mall of Istanbul
I339074,C756776,Female,51,Toys,2,71.68,143.36,Credit Card,14/12/2022,Kanyon
I292845,C158162,Female,29,Cosmetics,1,40.66,40.66,Credit Card,14/12/2022,Cevahir AVM
I211636,C368264,Female,26,Technology,2,2100,4200,Cash,14/12/2022,Kanyon
I453686,C386507,Male,63,Cosmetics,4,162.64,650.56,Debit Card,14/12/2022,Metrocity
I630914,C858050,Female,58,Clothing,2,600.16,1200.32,Cash,14/12/2022,Metrocity
I154396,C315200,Male,37,Shoes,3,1800.51,5401.53,Cash,14/12/2022,Mall of Istanbul
I694049,C335456,Female,42,Toys,5,179.2,896,Credit Card,14/12/2022,Emaar Square Mall
I207322,C821588,Male,42,Clothing,3,900.24,2700.72,Credit Card,14/12/2022,Mall of Istanbul
I310948,C338965,Female,61,Souvenir,4,46.92,187.68,Cash,14/12/2022,Kanyon
I165058,C100736,Male,35,Clothing,1,300.08,300.08,Cash,14/12/2022,Istinye Park
I170483,C126483,Female,36,Clothing,2,600.16,1200.32,Cash,14/12/2022,Metrocity
I118759,C681877,Male,48,Toys,3,107.52,322.56,Credit Card,14/12/2022,Viaport Outlet
I291026,C185214,Female,29,Toys,3,107.52,322.56,Credit Card,14/12/2022,Metrocity
I802211,C572931,Female,60,Clothing,2,600.16,1200.32,Cash,14/12/2022,Kanyon
I108537,C298589,Male,21,Cosmetics,2,81.32,162.64,Cash,14/12/2022,Mall of Istanbul
I321601,C284153,Male,66,Cosmetics,1,40.66,40.66,Credit Card,14/12/2022,Mall of Istanbul
I105726,C362981,Male,36,Toys,3,107.52,322.56,Credit Card,14/12/2022,Viaport Outlet
I484619,C240516,Male,52,Clothing,4,1200.32,4801.28,Credit Card,14/12/2022,Mall of Istanbul
I321590,C335853,Male,43,Clothing,3,900.24,2700.72,Cash,14/12/2022,Forum Istanbul
I221049,C218945,Female,65,Books,2,30.3,60.6,Cash,14/12/2022,Metropol AVM
I893024,C279227,Female,19,Toys,4,143.36,573.44,Credit Card,14/12/2022,Istinye Park
I312949,C528241,Female,28,Clothing,4,1200.32,4801.28,Debit Card,14/12/2022,Kanyon
I391091,C246333,Female,43,Cosmetics,5,203.3,1016.5,Cash,14/12/2022,Mall of Istanbul
I534788,C309122,Male,36,Technology,2,2100,4200,Cash,14/12/2022,Metrocity
I386428,C279860,Female,58,Souvenir,4,46.92,187.68,Cash,14/12/2022,Cevahir AVM
I969386,C192151,Female,58,Toys,2,71.68,143.36,Debit Card,14/12/2022,Cevahir AVM
I263828,C310589,Female,48,Clothing,5,1500.4,7502,Debit Card,14/12/2022,Kanyon
I289165,C279074,Female,53,Food & Beverage,2,10.46,20.92,Debit Card,14/12/2022,Kanyon
I636514,C836735,Male,41,Clothing,1,300.08,300.08,Debit Card,14/12/2022,Istinye Park
I157390,C267480,Female,60,Clothing,4,1200.32,4801.28,Cash,14/12/2022,Mall of Istanbul
I250471,C143825,Female,33,Clothing,1,300.08,300.08,Cash,14/12/2022,Metropol AVM
I964173,C184126,Female,52,Clothing,3,900.24,2700.72,Debit Card,15/12/2022,Emaar Square Mall
I254142,C212400,Female,62,Shoes,3,1800.51,5401.53,Credit Card,15/12/2022,Emaar Square Mall
I334155,C992695,Female,22,Books,3,45.45,136.35,Debit Card,15/12/2022,Viaport Outlet
I337040,C804531,Female,55,Food & Beverage,5,26.15,130.75,Credit Card,15/12/2022,Kanyon
I130056,C746891,Female,60,Shoes,1,600.17,600.17,Credit Card,15/12/2022,Metropol AVM
I228636,C111577,Male,25,Books,1,15.15,15.15,Credit Card,15/12/2022,Metropol AVM
I208859,C296786,Female,45,Toys,2,71.68,143.36,Credit Card,15/12/2022,Metropol AVM
I790693,C235967,Female,31,Clothing,3,900.24,2700.72,Debit Card,15/12/2022,Metropol AVM
I673552,C178880,Male,65,Clothing,5,1500.4,7502,Debit Card,15/12/2022,Metrocity
I242339,C204833,Male,21,Clothing,2,600.16,1200.32,Credit Card,15/12/2022,Mall of Istanbul
I779427,C170276,Female,38,Cosmetics,5,203.3,1016.5,Cash,15/12/2022,Cevahir AVM
I467455,C283822,Female,58,Clothing,2,600.16,1200.32,Credit Card,15/12/2022,Zorlu Center
I118233,C241102,Male,48,Clothing,2,600.16,1200.32,Cash,15/12/2022,Kanyon
I236981,C923331,Male,26,Food & Beverage,1,5.23,5.23,Credit Card,15/12/2022,Istinye Park
I304157,C184431,Male,34,Cosmetics,3,121.98,365.94,Credit Card,15/12/2022,Zorlu Center
I390777,C316797,Female,21,Food & Beverage,1,5.23,5.23,Credit Card,15/12/2022,Kanyon
I473662,C140309,Male,27,Food & Beverage,4,20.92,83.68,Cash,15/12/2022,Metrocity
I241209,C218162,Male,60,Technology,5,5250,26250,Cash,15/12/2022,Viaport Outlet
I979576,C156291,Female,34,Shoes,5,3000.85,15004.25,Cash,15/12/2022,Metrocity
I780521,C123024,Female,20,Food & Beverage,1,5.23,5.23,Cash,15/12/2022,Viaport Outlet
I198688,C103326,Female,47,Clothing,1,300.08,300.08,Cash,15/12/2022,Metrocity
I624976,C207665,Female,23,Toys,3,107.52,322.56,Cash,15/12/2022,Kanyon
I119087,C100849,Male,27,Clothing,1,300.08,300.08,Credit Card,15/12/2022,Cevahir AVM
I110443,C364828,Male,30,Shoes,2,1200.34,2400.68,Cash,15/12/2022,Metropol AVM
I748272,C227529,Female,40,Clothing,3,900.24,2700.72,Cash,15/12/2022,Istinye Park
I185392,C136021,Female,62,Technology,4,4200,16800,Credit Card,15/12/2022,Viaport Outlet
I105842,C293850,Female,45,Books,3,45.45,136.35,Debit Card,15/12/2022,Istinye Park
I227005,C102597,Male,25,Toys,3,107.52,322.56,Credit Card,15/12/2022,Istinye Park
I310906,C991924,Female,43,Toys,5,179.2,896,Cash,15/12/2022,Metropol AVM
I166808,C183737,Male,39,Toys,3,107.52,322.56,Credit Card,15/12/2022,Metropol AVM
I332090,C302501,Female,30,Cosmetics,1,40.66,40.66,Cash,15/12/2022,Metropol AVM
I906503,C220527,Female,33,Clothing,4,1200.32,4801.28,Credit Card,15/12/2022,Metrocity
I226646,C560006,Female,68,Books,3,45.45,136.35,Cash,15/12/2022,Kanyon
I711554,C215239,Female,20,Toys,2,71.68,143.36,Cash,15/12/2022,Istinye Park
I274156,C121290,Female,45,Clothing,2,600.16,1200.32,Debit Card,15/12/2022,Mall of Istanbul
I523219,C307230,Male,43,Clothing,5,1500.4,7502,Credit Card,15/12/2022,Kanyon
I676042,C163720,Male,68,Cosmetics,1,40.66,40.66,Cash,15/12/2022,Mall of Istanbul
I135641,C328493,Male,48,Technology,5,5250,26250,Debit Card,15/12/2022,Cevahir AVM
I152854,C311903,Male,62,Clothing,5,1500.4,7502,Cash,15/12/2022,Metropol AVM
I585668,C406706,Male,44,Clothing,3,900.24,2700.72,Cash,15/12/2022,Mall of Istanbul
I228998,C206706,Female,37,Food & Beverage,5,26.15,130.75,Credit Card,15/12/2022,Viaport Outlet
I160668,C344337,Male,30,Clothing,3,900.24,2700.72,Debit Card,15/12/2022,Istinye Park
I182866,C527940,Female,32,Clothing,3,900.24,2700.72,Debit Card,15/12/2022,Kanyon
I367091,C270166,Male,38,Food & Beverage,1,5.23,5.23,Cash,15/12/2022,Kanyon
I943151,C207750,Male,21,Clothing,5,1500.4,7502,Cash,15/12/2022,Metrocity
I251182,C927439,Female,47,Food & Beverage,1,5.23,5.23,Cash,15/12/2022,Istinye Park
I466046,C293227,Female,19,Clothing,1,300.08,300.08,Credit Card,15/12/2022,Metrocity
I946809,C185156,Female,42,Clothing,4,1200.32,4801.28,Debit Card,15/12/2022,Metropol AVM
I255492,C941920,Male,53,Clothing,4,1200.32,4801.28,Cash,15/12/2022,Mall of Istanbul
I870500,C234021,Female,62,Shoes,1,600.17,600.17,Credit Card,15/12/2022,Istinye Park
I286786,C297633,Female,41,Clothing,1,300.08,300.08,Debit Card,15/12/2022,Mall of Istanbul
I220424,C182091,Male,42,Toys,5,179.2,896,Cash,15/12/2022,Metrocity
I120928,C267793,Male,20,Toys,5,179.2,896,Cash,15/12/2022,Mall of Istanbul
I199254,C124936,Male,22,Food & Beverage,5,26.15,130.75,Cash,15/12/2022,Zorlu Center
I532108,C272844,Female,35,Cosmetics,4,162.64,650.56,Cash,15/12/2022,Emaar Square Mall
I863351,C294245,Female,25,Cosmetics,5,203.3,1016.5,Credit Card,15/12/2022,Kanyon
I192804,C421136,Female,19,Souvenir,4,46.92,187.68,Cash,15/12/2022,Metrocity
I644677,C198854,Male,24,Clothing,5,1500.4,7502,Cash,15/12/2022,Metropol AVM
I503633,C220983,Male,69,Clothing,4,1200.32,4801.28,Credit Card,15/12/2022,Mall of Istanbul
I328065,C193313,Female,21,Shoes,1,600.17,600.17,Cash,15/12/2022,Viaport Outlet
I178039,C254248,Male,18,Shoes,5,3000.85,15004.25,Cash,15/12/2022,Istinye Park
I737757,C299832,Female,49,Cosmetics,3,121.98,365.94,Cash,15/12/2022,Emaar Square Mall
I131157,C374489,Female,35,Food & Beverage,3,15.69,47.07,Credit Card,15/12/2022,Kanyon
I175955,C210794,Male,67,Clothing,5,1500.4,7502,Credit Card,15/12/2022,Metropol AVM
